Keyword,Count,Percentage
"offered modified work",1,0.01
"ability to adjudicate the worker",1,0.01
"secondary entitlement for dental decay",1,0.01
"disability benefits offset",1,0.01
"psychopathology",1,0.01
"non-work-related concussion",1,0.01
"work-related mental health condition",1,0.01
"flexor tenosynovitis",1,0.01
"attended a walk-in clinic",1,0.01
"prior low back condition",1,0.01
"tendon rupture",1,0.01
"workplace incident",1,0.01
"pre-existing myofascial pain",1,0.01
"sit stand desk",1,0.01
"eosinophilic lung disease",1,0.01
"coverage for the medication benralizumab",1,0.01
"work-related lung",1,0.01
"syncope episodes",1,0.01
"tripped",1,0.01
"thoracolumbar",1,0.01
"bilateral trigger thumb",1,0.01
"bilateral wrist tendonitis",1,0.01
"wrist thumb injury",1,0.01
"initial entitlement for psychotraumatic disability",1,0.01
"repetitive movements",1,0.01
"permanent neck impairment",1,0.01
"cervical spinal stenosis",1,0.01
"osteochondral bar",1,0.01
"prescription eyewear",1,0.01
"work-related accident where a specific",1,0.01
"medical literature",1,0.01
"root canal therapy",1,0.01
"weekly minutes",1,0.01
"care needs",1,0.01
"statutory reviews",1,0.01
"joint settlement proposal",1,0.01
"physical abnormality",1,0.01
"work-related right knee injury",1,0.01
"ankle sprain strain",1,0.01
"messages",1,0.01
"considered a substantial work-related stressor",1,0.01
"redetermination evaluation",1,0.01
"added peril exception",1,0.01
"pizza dough",1,0.01
"fridge",1,0.01
"limited transferable skills",1,0.01
"accident-related driving restrictions",1,0.01
"electrode",1,0.01
"hobby equipment",1,0.01
"side-by-side type",1,0.01
"intrahepatic cholangiocarcinoma",1,0.01
"banding cart",1,0.01
"dizzy",1,0.01
"valves",1,0.01
"pulling",1,0.01
"pre-existing carpal tunnel syndrome cubital",1,0.01
"posture",1,0.01
"grader",1,0.01
"slumlord",1,0.01
"homeless",1,0.01
"extension to the statutory time-limit",1,0.01
"bowel obstruction",1,0.01
"must",1,0.01
"crates",1,0.01
"toilet seat bidet",1,0.01
"email copy enclosed",1,0.01
"affected by a one-month delay",1,0.01
"catwalk",1,0.01
"derailment",1,0.01
"protective muscle tightness",1,0.01
"scapula-thoracic area",1,0.01
"statutory lock-in",1,0.01
"mandible",1,0.01
"entitlement for a substance abuse",1,0.01
"substance abuse disorder",1,0.01
"policy referral",1,0.01
"right-sided tinnitus",1,0.01
"partial thickness rotator cuff tear",1,0.01
"grade partial thickness rotator cuff",1,0.01
"peripheral neuropathy",1,0.01
"rotator cuff repair",1,0.01
"deep peroneal nerve",1,0.01
"suspected right hip labral tear",1,0.01
"conductive element",1,0.01
"values for the left ear",1,0.01
"leg neuropathic pain",1,0.01
"four-year delay",1,0.01
"pallet",1,0.01
"joint separation",1,0.01
"hoods",1,0.01
"tornado",1,0.01
"pre-accident anxiety",1,0.01
"retrain",1,0.01
"partial amputation",1,0.01
"hip arthritis",1,0.01
"polyneuropathy",1,0.01
"exposure to acrylic chemicals",1,0.01
"skids",1,0.01
"work-related neck strain",1,0.01
"biceps tendonitis",1,0.01
"vice-présidente",1,0.01
"passages",1,0.01
"entitlement for right biceps tenosynovitis",1,0.01
"biceps tenosynovitis injury",1,0.01
"small supraspinatus partial thickness defect",1,0.01
"rotator cuff syndrome",1,0.01
"welding fumes",1,0.01
"inextricably linked to the worker",1,0.01
"waking hours",1,0.01
"amiodarone",1,0.01
"guideline",1,0.01
"helper",1,0.01
"foot fifth metatarsal",1,0.01
"full tear",1,0.01
"leg pain",1,0.01
"low-level wages",1,0.01
"hemorrhage",1,0.01
"embryo transfer",1,0.01
"achilles tendinitis",1,0.01
"orthotic devices",1,0.01
"hallux limitus compensatory limp leg",1,0.01
"plane",1,0.01
"flying",1,0.01
"sleep disorder",1,0.01
"zoom",1,0.01
"worker is required to travel",1,0.01
"lodge away from home",1,0.01
"baking",1,0.01
"bilateral shoulder sprain strain",1,0.01
"criterion",1,0.01
"bilateral wrist",1,0.01
"taxi company",1,0.01
"low back injury occurring",1,0.01
"cashiers self-service gas bar attendants",1,0.01
"synovial osteochondromatosis",1,0.01
"pre-existing condition for purposes",1,0.01
"earning",1,0.01
"rape",1,0.01
"returning to any type",1,0.01
"stair ladder climbing",1,0.01
"fifth metatarsal",1,0.01
"liaison organization",1,0.01
"flex",1,0.01
"arm fracture",1,0.01
"union representative",1,0.01
"representative submits",1,0.01
"rotator cuff injury",1,0.01
"seat pans",1,0.01
"entitlement for colon cancer",1,0.01
"braiding department",1,0.01
"approximately two-and-one-half",1,0.01
"corneal transplant",1,0.01
"ocular impairments",1,0.01
"pre-accident levels",1,0.01
"ongoing symptoms",1,0.01
"wasted",1,0.01
"chronic granulomatous disease",1,0.01
"pulmonary alveolar proteinosis",1,0.01
"entitlement for bilateral plantar fasciitis",1,0.01
"boilers",1,0.01
"aptitudes",1,0.01
"developing pulmonary fibrosis",1,0.01
"exposure to metal dusts",1,0.01
"ping-pong",1,0.01
"acknowledge",1,0.01
"identifies",1,0.01
"post-initial determination period expires",1,0.01
"undressing",1,0.01
"cyclops lesion",1,0.01
"entitlement for a mid-back injury",1,0.01
"colour blindness",1,0.01
"shoulder rotator cuff injury",1,0.01
"peroneal tear",1,0.01
"shoulder arthropathy",1,0.01
"rotator cuff arthropathy",1,0.01
"overactive bladder",1,0.01
"wa ge",1,0.01
"pa rtia l benefit ra",1,0.01
"pplica",1,0.01
"disc disease",1,0.01
"work-related left shoulder arm injury",1,0.01
"down-sloped acromion",1,0.01
"chemical neurotoxicity due",1,0.01
"ability to work full-time",1,0.01
"master rolls",1,0.01
"subacromial bursitis with bicipital tenosynovitis",1,0.01
"treating orthopaedic surgeon",1,0.01
"symptom disorder predominantly pain persistent",1,0.01
"posterior cruciate ligament",1,0.01
"bent knee",1,0.01
"iliotibial band herniation",1,0.01
"dividend income",1,0.01
"due to his psychological state",1,0.01
"subject to statutory reviews",1,0.01
"osteonecrosis",1,0.01
"aggravating her pre-existing left knee",1,0.01
"rock haul vehicle drivers",1,0.01
"mining company",1,0.01
"workers",1,0.01
"pre-injury net average earnings",1,0.01
"entitlement to additional supplementary benefits",1,0.01
"receiving the maximum benefits allowed",1,0.01
"compensable hernia",1,0.01
"pancreatic cancer",1,0.01
"chlorinated hydrocarbons",1,0.01
"wedging",1,0.01
"non-compensable psychological",1,0.01
"diploma",1,0.01
"special dispensation",1,0.01
"exposure to aversive details",1,0.01
"hiring",1,0.01
"treatments",1,0.01
"prestations d invalidité totale temporaire",1,0.01
"vocational college",1,0.01
"criminal record",1,0.01
"casebook",1,0.01
"sacral torsion",1,0.01
"midrange",1,0.01
"jello pudding line",1,0.01
"patella-femoral joint",1,0.01
"application for judicial review",1,0.01
"lower facet joint arthrosis",1,0.01
"freezer door",1,0.01
"ankle ligament tear",1,0.01
"rough-in work",1,0.01
"noncompensable surgery",1,0.01
"travel agent",1,0.01
"pre-existing migraine headaches",1,0.01
"telephone headset",1,0.01
"vestibular component",1,0.01
"autoimmune",1,0.01
"known aryl hydrocarbon receptor agonist",1,0.01
"benefits for relapsing polychondritis",1,0.01
"common extensor origin strain-partial thickness",1,0.01
"extensor origin strain-partial thickness tear",1,0.01
"full-time hours on modified duties",1,0.01
"open labour market",1,0.01
"shoulder impairments",1,0.01
"cervical strain fully resolved",1,0.01
"determination for the work-related concussive",1,0.01
"appealing is quite",1,0.01
"pre-existing adductus deformity",1,0.01
"custom orthotic footwear",1,0.01
"bony callus",1,0.01
"entitlement for a permanent disability",1,0.01
"colonne cervicale",1,0.01
"augmentation",1,0.01
"abdominal pain",1,0.01
"deceased",1,0.01
"pre-hearing videoconference call",1,0.01
"anticipates",1,0.01
"retroperitoneal",1,0.01
"abdominal bleed",1,0.01
"somatic symptom",1,0.01
"rapid acceleration vibratory tools immediately",1,0.01
"shoulder strain sprain",1,0.01
"biceps tendinosis with partial tearing",1,0.01
"partial rotator cuff tear",1,0.01
"thoracic lumbar strain",1,0.01
"partial full-thickness tear",1,0.01
"shoulder supraspinatus tendon",1,0.01
"weight gain",1,0.01
"morbidly obese",1,0.01
"pounds",1,0.01
"zygoma fracture",1,0.01
"benefits for post-concussive syndrome",1,0.01
"basketball",1,0.01
"tryouts",1,0.01
"address",1,0.01
"letter transmitting",1,0.01
"hoistman",1,0.01
"rollator",1,0.01
"physically unable to work",1,0.01
"pre-existing condition disability",1,0.01
"bilateral hip trochanteric bursitis",1,0.01
"steroid injections",1,0.01
"carpentry supervisor",1,0.01
"disorder with concurrent mood dysfunction",1,0.01
"pain disorder with concurrent mood",1,0.01
"rating guideline",1,0.01
"sinusitis",1,0.01
"non-compensable medical condition",1,0.01
"summer layoff",1,0.01
"work-related left shoulder injury",1,0.01
"spoke with the worker last",1,0.01
"non-compensable fall",1,0.01
"former union representative",1,0.01
"necessary documents needed to adjudicate",1,0.01
"pre-existing headaches",1,0.01
"ongoing psychological treatment",1,0.01
"self-report",1,0.01
"work-related left knee ligament contusion",1,0.01
"end-range pain",1,0.01
"massage therapy treatment",1,0.01
"breakfast",1,0.01
"except grocery store",1,0.01
"complex migraine variant",1,0.01
"removed from the case materials",1,0.01
"forester",1,0.01
"knee disability",1,0.01
"karate",1,0.01
"following his work-cessation",1,0.01
"femoroacetabular impingement",1,0.01
"bilateral knees assessment",1,0.01
"entitlement for acute torticollis",1,0.01
"multilevel degenerative",1,0.01
"fifth digit",1,0.01
"sledge hammer",1,0.01
"frontal lobe dysfunction",1,0.01
"emotional disturbances",1,0.01
"traumatic brain injury should attract",1,0.01
"cervical spine stenosis with resulting",1,0.01
"waste",1,0.01
"electricity",1,0.01
"generation",1,0.01
"median neuropathy",1,0.01
"feller buncher",1,0.01
"underlying inflammatory arthropathy",1,0.01
"voiturier",1,0.01
"rajustées",1,0.01
"adhesive capsulitis frozen shoulder",1,0.01
"glenohumeral osteophyte",1,0.01
"below-knee amputation as a secondary",1,0.01
"work-related right leg impairment",1,0.01
"tibia shaft fracture",1,0.01
"approximately two weeks",1,0.01
"purifier",1,0.01
"initial entitlement for the low",1,0.01
"liver disease",1,0.01
"cannabis as an allowable health",1,0.01
"pharmaceutical cannabinoid",1,0.01
"irritant bronchitis",1,0.01
"appropriate on a part-time basis",1,0.01
"webpage",1,0.01
"shoulder supraspinatus tendinopathy",1,0.01
"specific psychological restrictions",1,0.01
"paddleboard",1,0.01
"beach town",1,0.01
"investigator",1,0.01
"concussion clinic",1,0.01
"tablet",1,0.01
"calf injury",1,0.01
"gastrocnemius muscle",1,0.01
"accident mechanism",1,0.01
"lifts",1,0.01
"knee gave",1,0.01
"worker independent operator",1,0.01
"conflict",1,0.01
"relationship",1,0.01
"spleen",1,0.01
"brachial plexus",1,0.01
"meal expenses while attending medical",1,0.01
"entitlement for the reimbursement",1,0.01
"expenses while attending medical appointments",1,0.01
"round trip",1,0.01
"entitlement to restless leg syndrome",1,0.01
"incident report",1,0.01
"maintain suitable employment by reducing",1,0.01
"rehabilitative measure",1,0.01
"repurchase",1,0.01
"hydro-vac holes",1,0.01
"hazard",1,0.01
"boots",1,0.01
"adjustment disorder with depressed mood",1,0.01
"re-entry into the labour market",1,0.01
"tasks requiring",1,0.01
"heat stroke",1,0.01
"non-occupational diagnosis",1,0.01
"shotcrete",1,0.01
"self-modify his work",1,0.01
"extend the statutory time-limit",1,0.01
"trouble préexistant",1,0.01
"self-employment as a float operator",1,0.01
"aircraft components",1,0.01
"shoulder complaints",1,0.01
"entitlement for a redetermination",1,0.01
"placed into inactive status",1,0.01
"thickness bursal-sided supraspinatus tendon tear",1,0.01
"whiplash associated disorder",1,0.01
"received entitlement to benefits",1,0.01
"employment income",1,0.01
"transitional lumbosacral vertebra",1,0.01
"foraminal narrowing with radicular features",1,0.01
"personal care attendant needs",1,0.01
"esophagus",1,0.01
"shelf-stocker",1,0.01
"worker was unrepresented",1,0.01
"peak flow readings",1,0.01
"methacholine challenge",1,0.01
"immunological impairment",1,0.01
"assisting with supper meals",1,0.01
"answering call bells",1,0.01
"lifting from floor to mid-thigh",1,0.01
"right-sided radicular",1,0.01
"temporary total rate using",1,0.01
"low back aggravation",1,0.01
"asthma overlap",1,0.01
"prodromal",1,0.01
"reasonably be addressed without waiving",1,0.01
"investigations",1,0.01
"long-term pre-injury average earnings",1,0.01
"offered modified duties",1,0.01
"dreams",1,0.01
"physical therapy",1,0.01
"arrears date for the worker",1,0.01
"increased",1,0.01
"re-assessed",1,0.01
"thecal sac",1,0.01
"sensory loss",1,0.01
"loan-out agreement",1,0.01
"film",1,0.01
"nosing",1,0.01
"macular",1,0.01
"shoulder partial tear",1,0.01
"mallet",1,0.01
"reschedule",1,0.01
"manufacturing technician",1,0.01
"lumbar spine left radicular pain",1,0.01
"pain disorder",1,0.01
"bilateral trigger thumbs",1,0.01
"rotators grade",1,0.01
"stries angioïdes",1,0.01
"dégénérescence maculaire",1,0.01
"spinal manipulation therapy",1,0.01
"sizer job",1,0.01
"constitute workplace harassment",1,0.01
"regardless",1,0.01
"pre-emptory",1,0.01
"associated mid-level wages",1,0.01
"drilling incident",1,0.01
"five-point test",1,0.01
"compensable thumb injuries",1,0.01
"lost wages",1,0.01
"lumbago",1,0.01
"ending",1,0.01
"posterior lateral disc protrusion",1,0.01
"protrusion with an annular tear",1,0.01
"disc protrusion condition",1,0.01
"grain truck",1,0.01
"alleged sexual harassment",1,0.01
"arsenic",1,0.01
"barely touches the traversing",1,0.01
"injured his left knee",1,0.01
"removing wax from a slippery",1,0.01
"revised appeal time limit",1,0.01
"revised appeal time-limit for objecting",1,0.01
"entire clinical",1,0.01
"worker has requested redactions",1,0.01
"scars",1,0.01
"misfiled",1,0.01
"reviewed by legal personnel",1,0.01
"pay",1,0.01
"cross",1,0.01
"commutation",1,0.01
"illiteracy",1,0.01
"hip femur fracture",1,0.01
"sacroiliac joint disorder",1,0.01
"posterior labral tear",1,0.01
"patellofemoral changes",1,0.01
"visual therapy",1,0.01
"longer able to sustain employment",1,0.01
"wedge fracture",1,0.01
"transport company",1,0.01
"central sensitization",1,0.01
"left-sided symptoms",1,0.01
"de-gloving injury",1,0.01
"confirmed that the worker",1,0.01
"shoulder range",1,0.01
"movement",1,0.01
"rail cars",1,0.01
"workplace tasks",1,0.01
"pedicures",1,0.01
"physiatrist",1,0.01
"bilateral thumb",1,0.01
"mild noise intolerance",1,0.01
"light hypersensitivity",1,0.01
"coloboma",1,0.01
"files",1,0.01
"work-related upper",1,0.01
"entitlement for myelitis",1,0.01
"distal radial malunion",1,0.01
"non-compensable right shoulder injury",1,0.01
"non-compensable incident",1,0.01
"post-hearing",1,0.01
"unilaterally",1,0.01
"temp",1,0.01
"return to her pre-injury",1,0.01
"work site",1,0.01
"minutes weekly",1,0.01
"ozone exposure",1,0.01
"pulmonary sarcoidosis",1,0.01
"worker entitlement to full benefits",1,0.01
"helicopter crash",1,0.01
"assessment team",1,0.01
"drop foot condition",1,0.01
"motor vehicle accident occurred",1,0.01
"extinguished",1,0.01
"tractor-trailer",1,0.01
"timely objection",1,0.01
"lower leg soft tissue injury",1,0.01
"trauma-related symptoms",1,0.01
"recycling box",1,0.01
"snow shoveling",1,0.01
"ruminations",1,0.01
"aid for the right ear",1,0.01
"entitlement to a hearing aid",1,0.01
"work-related hearing loss",1,0.01
"organic right hip adductor strain",1,0.01
"medical rehabilitation",1,0.01
"missed",1,0.01
"chipping gun",1,0.01
"gout",1,0.01
"interpersonal conflicts",1,0.01
"huddle",1,0.01
"organic concussion injury",1,0.01
"physiotherapy assessment",1,0.01
"lab",1,0.01
"diazepam",1,0.01
"sprinkler fitter",1,0.01
"abusive callers",1,0.01
"post-traumatic temporal lobe epilepsy",1,0.01
"interictal epileptiform discharges",1,0.01
"salad bar",1,0.01
"fibromyalgia syndrome",1,0.01
"bilateral rotator cuff tears",1,0.01
"tolerances",1,0.01
"cervical degenerative disc disease",1,0.01
"bilateral wrist pain",1,0.01
"work-related soft tissue injuries",1,0.01
"organic brain syndrome secondary",1,0.01
"diffuse axonal injury",1,0.01
"non-work-related",1,0.01
"self-serve gas station cashier",1,0.01
"renovations",1,0.01
"socioeconomic factors",1,0.01
"dextroscoliosis",1,0.01
"slitter machine",1,0.01
"extant issue agenda",1,0.01
"adopted drug formularies to assist",1,0.01
"appropriate",1,0.01
"non-formulary",1,0.01
"minor pre-accident condition which prolonged",1,0.01
"thigh deboning",1,0.01
"letters",1,0.01
"sustainability",1,0.01
"summer shut",1,0.01
"gross",1,0.01
"re-instatement",1,0.01
"chest tightness",1,0.01
"aspirin",1,0.01
"troponin",1,0.01
"eighth rib fracture sustained",1,0.01
"bundle",1,0.01
"twisting",1,0.01
"restraints",1,0.01
"refund",1,0.01
"premium increase",1,0.01
"secondary condition from overcompensating",1,0.01
"mobile elevating platform",1,0.01
"trigeminal nerve",1,0.01
"eyelid",1,0.01
"relapse",1,0.01
"epilepsy condition",1,0.01
